,0,1,2
5784,CHEMBL612969,Mycotypha microspora,Mycotypha microspora
5785,CHEMBL613227,Mytilus edulis,Mytilus edulis
5786,CHEMBL612970,Nadsonia fulvescens,Nadsonia fulvescens
5787,CHEMBL613228,Nasturtium officinale,Nasturtium officinale
5788,CHEMBL612971,Neisseria,Neisseria
5789,CHEMBL613229,Neoscytalidium dimidiatum,Neoscytalidium dimidiatum
5790,CHEMBL612972,Neospora caninum,Neospora caninum
5791,CHEMBL612973,Neurospora crassa,Neurospora crassa
5792,CHEMBL613230,Nigrospora oryzae,Nigrospora oryzae
5793,CHEMBL612974,Nilaparvata lugens,Nilaparvata lugens
5794,CHEMBL612975,Nippostrongylus,Nippostrongylus
5795,CHEMBL613231,Nocardia asteroides,Nocardia asteroides
5796,CHEMBL612976,Nocardia brasiliensis,Nocardia brasiliensis
5797,CHEMBL613232,Nocardia farcinica,Nocardia farcinica
5798,CHEMBL612977,Nocardia nova,Nocardia nova
5799,CHEMBL613233,Nocardia otitidiscaviarum,Nocardia otitidiscaviarum
5800,CHEMBL612978,Nocardia pseudobrasiliensis,Nocardia pseudobrasiliensis
5801,CHEMBL612979,Nocardia sp.,Nocardia sp.
5802,CHEMBL613234,Nocardia transvalensis,Nocardia transvalensis
5803,CHEMBL612980,Ochlerotatus atropalpus,Ochlerotatus atropalpus
5804,CHEMBL613235,Oncopeltus fasciatus,Oncopeltus fasciatus
5805,CHEMBL612981,Ophiostoma minus,Ophiostoma minus
5806,CHEMBL612982,Oreochromis mossambicus,Oreochromis mossambicus
5807,CHEMBL613236,Oreochromis niloticus,Oreochromis niloticus
5808,CHEMBL612983,Orf virus,Orf virus
5809,CHEMBL612984,Oryzias latipes,Oryzias latipes
5810,CHEMBL613237,Oscillatoria amphibia,Oscillatoria amphibia
5811,CHEMBL612985,Ostrinia nubilalis,Ostrinia nubilalis
5812,CHEMBL612986,Paecilomyces,Paecilomyces
5813,CHEMBL613238,Paenibacillus alvei,Paenibacillus alvei
5814,CHEMBL612987,Panagrellus redivivus,Panagrellus redivivus
5815,CHEMBL613239,Pantoea agglomerans,Pantoea agglomerans
5816,CHEMBL612988,Papio anubis,Papio anubis
5817,CHEMBL613240,Paracentrotus lividus,Paracentrotus lividus
5818,CHEMBL612989,Pectinophora gossypiella,Pectinophora gossypiella
5819,CHEMBL613241,Pectobacterium atrosepticum,Pectobacterium atrosepticum
5820,CHEMBL612990,Pectobacterium carotovorum,Pectobacterium carotovorum
5821,CHEMBL613242,Penicillium brevicompactum,Penicillium brevicompactum
5822,CHEMBL612991,Penicillium crustosum,Penicillium crustosum
5823,CHEMBL612992,Penicillium expansum,Penicillium expansum
5824,CHEMBL613243,Penicillium griseofulvum,Penicillium griseofulvum
5825,CHEMBL612993,Penicillium inflatum,Penicillium inflatum
5826,CHEMBL613244,Penicillium islandicum,Penicillium islandicum
5827,CHEMBL612994,Penicillium marneffei,Penicillium marneffei
5828,CHEMBL612995,Penicillium ochrochloron,Penicillium ochrochloron
5829,CHEMBL613245,Penicillium sp.,Penicillium sp.
5830,CHEMBL612996,Penicillium verrucosum,Penicillium verrucosum
5831,CHEMBL613246,Perknaster fuscus,Perknaster fuscus
5832,CHEMBL612997,Phaedon cochleariae,Phaedon cochleariae
5833,CHEMBL613247,Phalaris canariensis,Phalaris canariensis
5834,CHEMBL612998,Phaseolus vulgaris,Phaseolus vulgaris
5835,CHEMBL613248,Phellinus tremulae,Phellinus tremulae
5836,CHEMBL612999,Phoma tracheiphila,Phoma tracheiphila
5837,CHEMBL613249,Photobacterium leiognathi,Photobacterium leiognathi
5838,CHEMBL613000,Photobacterium phosphoreum,Photobacterium phosphoreum
5839,CHEMBL613001,Physalospora pyricola,Physalospora pyricola
5840,CHEMBL613250,Phytophthora cactorum,Phytophthora cactorum
5841,CHEMBL613002,Phytophthora cinnamomi,Phytophthora cinnamomi
5842,CHEMBL613251,Phytophthora citrophthora,Phytophthora citrophthora
5843,CHEMBL613003,Pichia angusta,Pichia angusta
5844,CHEMBL613004,Wickerhamomyces anomalus,Pichia anomala
5845,CHEMBL613252,Meyerozyma caribbica,Pichia caribbica
5846,CHEMBL613005,Pichia dryadoides,Pichia dryadoides
5847,CHEMBL613253,Pichia fermentans,Pichia fermentans
5848,CHEMBL613006,Pichia kluyveri,Pichia kluyveri
5849,CHEMBL613007,Pichia nakazawae,Pichia nakazawae
5850,CHEMBL613254,Pichia norvegensis,Pichia norvegensis
5851,CHEMBL613008,Picornaviridae,Picornaviridae
5852,CHEMBL613009,Pimephales promelas,Pimephales promelas
5853,CHEMBL613255,Pinus halepensis,Pinus halepensis
5854,CHEMBL613010,Pinus radiata,Pinus radiata
5855,CHEMBL613256,Plasmodium chabaudi,Plasmodium chabaudi
5856,CHEMBL613011,Plasmodium knowlesi,Plasmodium knowlesi
5857,CHEMBL613257,Plasmodium malariae,Plasmodium malariae
5858,CHEMBL613012,Plasmodium vinckei petteri,Plasmodium vinckei petteri
5859,CHEMBL613013,Plasmodium vivax,Plasmodium vivax
5860,CHEMBL613258,Pleurotus ostreatus,Pleurotus ostreatus
5861,CHEMBL613014,Pluteus,Pluteus
5862,CHEMBL613259,Pneumonia virus of mice 15,Pneumonia virus of mice 15
5863,CHEMBL613015,Poecilia reticulata,Poecilia reticulata
5864,CHEMBL613016,Porcine endogenous retrovirus,Porcine endogenous retrovirus
5865,CHEMBL613260,Postia placenta,Postia placenta
5866,CHEMBL613017,Potato virus X,Potato virus X
5867,CHEMBL613261,Prevotella intermedia,Prevotella intermedia
5868,CHEMBL613018,Prorocentrum micans,Prorocentrum micans
5869,CHEMBL613262,Prospect Hill virus,Prospect Hill virus
5870,CHEMBL613019,Proteus sp.,Proteus sp.
5871,CHEMBL613020,Pseudoalteromonas,Pseudoalteromonas
5872,CHEMBL613263,Pseudoalteromonas espejiana,Pseudoalteromonas espejiana
5873,CHEMBL613021,Pseudoalteromonas haloplanktis,Pseudoalteromonas haloplanktis
5874,CHEMBL613264,Pseudomonas aeruginosa PAO1,Pseudomonas aeruginosa PAO1
5875,CHEMBL613022,Pseudomonas cichorii,Pseudomonas cichorii
5876,CHEMBL613265,Pseudomonas coronafaciens,Pseudomonas coronafaciens
5877,CHEMBL613023,Pseudomonas reptilovora,Pseudomonas reptilovora
5878,CHEMBL613024,Pseudomonas savastanoi,Pseudomonas savastanoi
5879,CHEMBL613266,Pseudomonas savastanoi pv. savastanoi,Pseudomonas savastanoi pv. savastanoi
5880,CHEMBL613025,Pseudomonas syringae,Pseudomonas syringae
5881,CHEMBL613026,Pseudomonas tolaasii,Pseudomonas tolaasii
5882,CHEMBL613267,Psoroptes cuniculi,Psoroptes cuniculi
5883,CHEMBL613027,Pycnoporus sanguineus,Pycnoporus sanguineus
5884,CHEMBL613268,Pyrenophora graminea,Pyrenophora graminea
5885,CHEMBL613028,Pyricularia,Pyricularia
5886,CHEMBL613269,Pythium aphanidermatum,Pythium aphanidermatum
5887,CHEMBL613029,Pythium middletonii,Pythium middletonii
5888,CHEMBL613030,Pythium rostratum,Pythium rostratum
5889,CHEMBL613270,Pythium vexans,Pythium vexans
5890,CHEMBL613031,Rana temporaria,Rana temporaria
5891,CHEMBL613271,Raoultella planticola,Raoultella planticola
5892,CHEMBL613032,Rheum x hybridum,Rheum x hybridum
5893,CHEMBL613033,Rhizoctonia bataticola,Rhizoctonia bataticola
5894,CHEMBL613272,Rhizoctonia solani,Rhizoctonia solani
5895,CHEMBL613034,Rhizomucor,Rhizomucor
5896,CHEMBL613273,Rhizopus microsporus var. microsporus,Rhizopus microsporus var. microsporus
5897,CHEMBL613035,Rhizopus microsporus var. rhizopodiformis,Rhizopus microsporus var. rhizopodiformis
5898,CHEMBL613274,Rhodococcus corynebacterioides,Rhodococcus corynebacterioides
5899,CHEMBL613036,Rhodococcus fascians,Rhodococcus fascians
5900,CHEMBL613037,Rhodococcus sp.,Rhodococcus sp.
5901,CHEMBL613038,Rhodotorula,Rhodotorula
5902,CHEMBL613275,Rhodotorula glutinis,Rhodotorula glutinis
5903,CHEMBL613039,Rhynchosporium secalis,Rhynchosporium secalis
5904,CHEMBL613276,Ruminococcus sp.,Ruminococcus sp.
5905,CHEMBL613040,Saccharomyces,Saccharomyces
5906,CHEMBL613277,Saccharomyces carlsbergensis,Saccharomyces carlsbergensis
5907,CHEMBL613041,Saccharomycopsis,Saccharomycopsis
5908,CHEMBL613042,Saimiri,Saimiri
5909,CHEMBL613043,Salinivibrio costicola,Salinivibrio costicola
5910,CHEMBL613044,Salmonella enterica subsp. enterica,Salmonella enterica subsp. enterica
5911,CHEMBL613279,Sandfly fever Naples virus,Sandfly fever Naples virus
5912,CHEMBL613045,Schistocerca nitens,Schistocerca nitens
5913,CHEMBL613046,Sclerotinia,Sclerotinia
5914,CHEMBL613280,Sclerotinia sclerotiorum,Sclerotinia sclerotiorum
5915,CHEMBL613047,Selenastrum capricornutum,Selenastrum capricornutum
5916,CHEMBL613281,Sendai virus,Sendai virus
5917,CHEMBL613048,Senna obtusifolia,Senna obtusifolia
5918,CHEMBL613282,Serratia sp.,Serratia sp.
5919,CHEMBL613049,Setaria faberi,Setaria faberi
5920,CHEMBL613050,Setaria italica,Setaria italica
5921,CHEMBL613283,Sida spinosa,Sida spinosa
5922,CHEMBL613051,Simian virus 40,Simian virus 40
5923,CHEMBL613316,Simplexvirus,Simplexvirus
5924,CHEMBL613052,Skeletonema costatum,Skeletonema costatum
5925,CHEMBL613317,Solanum lycopersicum,Solanum lycopersicum
5926,CHEMBL613053,Solanum tuberosum,Solanum tuberosum
5927,CHEMBL613054,Sordaria fimicola,Sordaria fimicola
5928,CHEMBL613318,Sorghum,Sorghum
5929,CHEMBL613055,Sorghum bicolor,Sorghum bicolor
5930,CHEMBL613319,Sphaerechinus granularis,Sphaerechinus granularis
5931,CHEMBL613056,Spiroplasma apis,Spiroplasma apis
5932,CHEMBL613057,Spiroplasma citri,Spiroplasma citri
5933,CHEMBL613320,Spiroplasma floricola,Spiroplasma floricola
5934,CHEMBL613058,Spodoptera exempta,Spodoptera exempta
5935,CHEMBL613321,Spodoptera exigua,Spodoptera exigua
5936,CHEMBL613146,Spodoptera litura,Spodoptera litura
5937,CHEMBL613322,Sporidiobolus salmonicolor,Sporidiobolus salmonicolor
5938,CHEMBL613147,Sporobolomyces,Sporobolomyces
5939,CHEMBL613148,Sporotrichum,Sporotrichum
5940,CHEMBL613284,Stachybotrys chartarum,Stachybotrys chartarum
5941,CHEMBL613149,Staphylococcus lentus,Staphylococcus lentus
5942,CHEMBL613303,Staphylococcus lugdunensis,Staphylococcus lugdunensis
5943,CHEMBL613150,Staphylococcus sciuri,Staphylococcus sciuri
5944,CHEMBL613151,Streptococcus constellatus,Streptococcus constellatus
5945,CHEMBL613304,Streptococcus equinus,Streptococcus equinus
5946,CHEMBL613152,Streptococcus gordonii,Streptococcus gordonii
5947,CHEMBL613305,Streptococcus oralis,Streptococcus oralis
5948,CHEMBL613153,Streptococcus pasteurianus,Streptococcus pasteurianus
5949,CHEMBL613306,Streptomyces galilaeus,Streptomyces galilaeus
5950,CHEMBL613154,Streptomyces lividans,Streptomyces lividans
5951,CHEMBL613307,Streptomyces viridochromogenes,Streptomyces viridochromogenes
5952,CHEMBL613155,Strongylocentrotus intermedius,Strongylocentrotus intermedius
5953,CHEMBL613308,Strongylocentrotus nudus,Strongylocentrotus nudus
5954,CHEMBL613156,Strongylocentrotus purpuratus,Strongylocentrotus purpuratus
5955,CHEMBL613309,Sydowia polyspora,Sydowia polyspora
5956,CHEMBL613157,Syncephalastrum,Syncephalastrum
5957,CHEMBL613158,Thamnocephalus platyurus,Thamnocephalus platyurus
5958,CHEMBL613310,Torula,Torula
5959,CHEMBL613159,Toxoplasma gondii RH,Toxoplasma gondii RH
5960,CHEMBL613311,Transmissible gastroenteritis virus,Transmissible gastroenteritis virus
5961,CHEMBL613160,Tribolium castaneum,Tribolium castaneum
5962,CHEMBL613312,Trichoderma hamatum,Trichoderma hamatum
5963,CHEMBL613161,Trichomonas,Trichomonas
5964,CHEMBL613162,Trichophyton mentagrophytes,Trichophyton mentagrophytes
5965,CHEMBL613313,Trichophyton tonsurans var. sulfureum,Trichophyton tonsurans var. sulfureum
5966,CHEMBL613163,Trichosporon,Trichosporon
5967,CHEMBL613164,Trichosporon asahii,Trichosporon asahii
5968,CHEMBL613314,Trichosporon inkin,Trichosporon inkin
5969,CHEMBL613180,Trichosporon loubieri,Trichosporon loubieri
5970,CHEMBL613181,Trichosporon mucoides,Trichosporon mucoides
5971,CHEMBL613182,Ulva,Ulva
5972,CHEMBL613165,unidentified herpesvirus,unidentified herpesvirus
5973,CHEMBL613166,Ustilago nuda,Ustilago nuda
5974,CHEMBL613167,Vaccinia virus Copenhagen,Vaccinia virus Copenhagen
5975,CHEMBL613168,Vaccinia virus WR,Vaccinia virus WR
5976,CHEMBL613169,Valsa mali,Valsa mali
5977,CHEMBL613170,Venturia inaequalis,Venturia inaequalis
5978,CHEMBL613171,Verticillium albo-atrum,Verticillium albo-atrum
5979,CHEMBL613172,Vesicular stomatitis Indiana virus,Vesicular stomatitis Indiana virus
5980,CHEMBL613173,Vibrio,Vibrio
5981,CHEMBL613174,Vibrio harveyi,Vibrio harveyi
5982,CHEMBL613175,Vibrio sp.,Vibrio sp.
5983,CHEMBL613176,Vibrio splendidus,Vibrio splendidus
5984,CHEMBL613177,Vitis vinifera,Vitis vinifera
5985,CHEMBL613179,Woodchuck hepatitis virus,Woodchuck hepatitis virus
5986,CHEMBL613183,Xanthium strumarium,Xanthium strumarium
5987,CHEMBL613184,Xanthomonas euvesicatoria,Xanthomonas euvesicatoria
5988,CHEMBL613185,Yersinia pseudotuberculosis,Yersinia pseudotuberculosis
5989,CHEMBL613186,Streptococcus sp. group B,Streptococcus sp. group B
5990,CHEMBL613187,Chlorella fusca,Chlorella fusca
5991,CHEMBL613690,Homo sapiens,Hepatocyte
5992,CHEMBL613362,Rattus norvegicus,Hepatocyte
5993,CHEMBL613365,Chlorocebus aethiops,African green monkey
5994,CHEMBL613373,Homo sapiens,Liver microsomes
5995,CHEMBL613694,Rattus norvegicus,Liver microsomes
5996,CHEMBL613393,Manduca sexta,Hemolymph
5997,CHEMBL613394,Drosophila,Brain
5998,CHEMBL613695,Bufo bufo,Sciatic nerve
5999,CHEMBL613396,Rana esculenta,Hypothalamus
6000,CHEMBL613397,Saimiri sciureus,Blood
6001,CHEMBL613398,Macaca fascicularis,Brain
6002,CHEMBL613399,Macaca fascicularis,Caudate
6003,CHEMBL613400,Macaca fascicularis,Frontal cortex
6004,CHEMBL613401,Macaca fascicularis,Medulla
6005,CHEMBL613402,Macaca fascicularis,Midbrain
6006,CHEMBL613696,Macaca fascicularis,Occipital cortex
6007,CHEMBL613403,Macaca fascicularis,Plasma
6008,CHEMBL613405,Macaca fascicularis,Pons
6009,CHEMBL613406,Macaca fascicularis,Putamen
6010,CHEMBL613407,Macaca fascicularis,Thalamus
6011,CHEMBL613408,Macaca mulatta,Blood
6012,CHEMBL613409,Macaca mulatta,Brain
6013,CHEMBL613410,Macaca mulatta,Hippocampus
6014,CHEMBL613411,Macaca mulatta,Plasma
6015,CHEMBL613412,Macaca mulatta,Serum
6016,CHEMBL613413,Macaca mulatta,Striatum
6017,CHEMBL613414,Papio anubis,Brain
6018,CHEMBL613415,Papio hamadryas,Plasma
6019,CHEMBL613416,Homo sapiens,Blood
6020,CHEMBL613417,Homo sapiens,Brain
6021,CHEMBL613418,Homo sapiens,Cortex
6022,CHEMBL613419,Homo sapiens,Liver
6023,CHEMBL613424,Homo sapiens,Plasma
6024,CHEMBL613426,Homo sapiens,Serum
6025,CHEMBL613427,Homo sapiens,Skin
6026,CHEMBL613699,Canis lupus familiaris,Brain
6027,CHEMBL613430,Canis lupus familiaris,Liver
6028,CHEMBL613431,Canis lupus familiaris,Plasma
6029,CHEMBL613432,Canis lupus familiaris,Serum
6030,CHEMBL613433,Sus scrofa,Artery
6031,CHEMBL613700,Sus scrofa,Plasma
6032,CHEMBL613435,Sus scrofa,Skin
6033,CHEMBL613438,Bos taurus,Cartilage
6034,CHEMBL613440,Bos taurus,Serum
6035,CHEMBL613701,Ovis aries,Lens
6036,CHEMBL613441,Ovis aries,Plasma
6037,CHEMBL613444,Oryctolagus cuniculus,Blood
6038,CHEMBL613445,Oryctolagus cuniculus,Brain
6039,CHEMBL613448,Oryctolagus cuniculus,Gastric gland
6040,CHEMBL613689,Oryctolagus cuniculus,Heart
6041,CHEMBL613449,Oryctolagus cuniculus,Lung
6042,CHEMBL613450,Oryctolagus cuniculus,Plasma
6043,CHEMBL613451,Oryctolagus cuniculus,Thyroid
6044,CHEMBL613452,Cricetinae,Trachea
6045,CHEMBL613559,Mus musculus,Adipose
6046,CHEMBL613560,Mus musculus,Bladder
6047,CHEMBL613561,Mus musculus,Blood
6048,CHEMBL613562,Mus musculus,Bone
6049,CHEMBL613563,Mus musculus,Bone marrow
6050,CHEMBL613564,Mus musculus,Brain
6051,CHEMBL613566,Mus musculus,Cerebellum
6052,CHEMBL613567,Mus musculus,Cerebral cortex
6053,CHEMBL613568,Mus musculus,Colon
6054,CHEMBL613569,Mus musculus,Cortex
6055,CHEMBL613570,Mus musculus,Duodenum
6056,CHEMBL613571,Mus musculus,Femur
6057,CHEMBL613573,Mus musculus,Heart
6058,CHEMBL613574,Mus musculus,Hippocampus
6059,CHEMBL613575,Mus musculus,Hypothalamus
6060,CHEMBL613576,Mus musculus,Ileum
6061,CHEMBL613577,Mus musculus,Intestine
6062,CHEMBL613578,Mus musculus,Jejunum
6063,CHEMBL613579,Mus musculus,Kidney
6064,CHEMBL613580,Mus musculus,Liver
6065,CHEMBL613581,Mus musculus,Lung
6066,CHEMBL613582,Mus musculus,Medulla
6067,CHEMBL613583,Mus musculus,Muscle
6068,CHEMBL613586,Mus musculus,Olfactory bulb
6069,CHEMBL613587,Mus musculus,Pancreas
6070,CHEMBL613588,Mus musculus,Pancreatic islets
6071,CHEMBL613589,Mus musculus,Plasma
6072,CHEMBL613590,Mus musculus,Serum
6073,CHEMBL613591,Mus musculus,Skin
6074,CHEMBL613592,Mus musculus,Spleen
6075,CHEMBL613593,Mus musculus,Stomach
6076,CHEMBL613594,Mus musculus,Striatum
6077,CHEMBL613595,Mus musculus,Thalamocortex
6078,CHEMBL613596,Mus musculus,Thalamus
6079,CHEMBL613597,Mus musculus,Thyroid
6080,CHEMBL613598,Mus musculus,Tumour
6081,CHEMBL613599,Mus musculus,Vas deferens
6082,CHEMBL613603,Rattus norvegicus,Adrenal
6083,CHEMBL613604,Rattus norvegicus,Adrenal gland
6084,CHEMBL613605,Rattus norvegicus,Adrenal medulla
6085,CHEMBL613606,Rattus norvegicus,Aorta
6086,CHEMBL613608,Rattus norvegicus,Aortic ring
6087,CHEMBL613610,Rattus norvegicus,Atria
6088,CHEMBL613612,Rattus norvegicus,Atrium
6089,CHEMBL613615,Rattus norvegicus,Blood
6090,CHEMBL613616,Rattus norvegicus,Bone
6091,CHEMBL613617,Rattus norvegicus,Brain
6092,CHEMBL613618,Rattus norvegicus,Caudate-putamen
6093,CHEMBL613619,Rattus norvegicus,Cerebellum
6094,CHEMBL613620,Rattus norvegicus,Cerebral cortex
6095,CHEMBL613621,Rattus norvegicus,Cerebrospinal fluid
6096,CHEMBL613622,Rattus norvegicus,Cerebrum
6097,CHEMBL613623,Rattus norvegicus,Colon
6098,CHEMBL613624,Rattus norvegicus,Cortex
6099,CHEMBL613626,Rattus norvegicus,Duodenum
6100,CHEMBL613627,Rattus norvegicus,Femur
6101,CHEMBL613628,Rattus norvegicus,Harderian gland
6102,CHEMBL613629,Rattus norvegicus,Heart
6103,CHEMBL613630,Rattus norvegicus,Hepatic portal vein
6104,CHEMBL613631,Rattus norvegicus,Hippocampus
6105,CHEMBL613632,Rattus norvegicus,Hypothalamus
6106,CHEMBL613633,Rattus norvegicus,Ileum
6107,CHEMBL613634,Rattus norvegicus,Intestine
6108,CHEMBL613637,Rattus norvegicus,Jejunum
6109,CHEMBL613638,Rattus norvegicus,Kidney
6110,CHEMBL613640,Rattus norvegicus,Laminae
6111,CHEMBL613642,Rattus norvegicus,Liver
6112,CHEMBL613643,Rattus norvegicus,Lung
6113,CHEMBL613644,Rattus norvegicus,Midbrain
6114,CHEMBL613645,Rattus norvegicus,Muscle
6115,CHEMBL613647,Rattus norvegicus,Myometrium
6116,CHEMBL613648,Rattus norvegicus,Occipital cortex
6117,CHEMBL613649,Rattus norvegicus,Ovary
6118,CHEMBL613650,Rattus norvegicus,Pancreas
6119,CHEMBL613651,Rattus norvegicus,Pituitary
6120,CHEMBL613652,Rattus norvegicus,Plasma
6121,CHEMBL613653,Rattus norvegicus,Pons
6122,CHEMBL613654,Rattus norvegicus,Portal vein
6123,CHEMBL613656,Rattus norvegicus,Prostate
6124,CHEMBL613657,Rattus norvegicus,Septum
6125,CHEMBL613658,Rattus norvegicus,Serum
6126,CHEMBL613659,Rattus norvegicus,Skin
6127,CHEMBL613660,Rattus norvegicus,Solar plexus
6128,CHEMBL613661,Rattus norvegicus,Spinal cord
6129,CHEMBL613662,Rattus norvegicus,Spleen
6130,CHEMBL613663,Rattus norvegicus,Striatum
6131,CHEMBL613664,Rattus norvegicus,Testes
6132,CHEMBL613665,Rattus norvegicus,Thalamus
6133,CHEMBL613666,Rattus norvegicus,Thoracic
6134,CHEMBL613667,Rattus norvegicus,Thymus
6135,CHEMBL613668,Rattus norvegicus,Thyroid
6136,CHEMBL613669,Rattus norvegicus,Tumour
6137,CHEMBL613672,Cavia porcellus,Aorta
6138,CHEMBL613678,Cavia porcellus,Heart
6139,CHEMBL613679,Cavia porcellus,Hypothalamus
6140,CHEMBL613680,Cavia porcellus,Ileum
6141,CHEMBL613681,Cavia porcellus,Liver
6142,CHEMBL613684,Cavia porcellus,Skin
6143,CHEMBL6016,Actinomadura sp. R39,D-alanyl-D-alanine carboxypeptidase
6144,CHEMBL6047,Nipah virus,Glycoprotein G
6145,CHEMBL6048,Homo sapiens,"Cytochrome P450, family 4, subfamily X, polypeptide 1, isoform CRA_c"
6146,CHEMBL6021,Candida albicans,Candidapepsin-2
6147,CHEMBL6049,Homo sapiens,Creatine kinase B-type
6148,CHEMBL6014,Homo sapiens,Testis-specific serine/threonine-protein kinase 2
6149,CHEMBL6045,Drosophila melanogaster,Ryanodine receptor 44F
6150,CHEMBL6052,Homo sapiens,Transforming protein RhoA
6151,CHEMBL6020,Homo sapiens,Bile salt export pump
6152,CHEMBL6046,Mus musculus,Hypoxia-inducible factor 1-alpha
6153,CHEMBL6050,Candida albicans,Candidapepsin-8
6154,CHEMBL6051,Toxoplasma gondii,Mitogen-activated protein kinase 1
6155,CHEMBL6053,Klebsiella pneumoniae,Class A carbapenemase
6156,CHEMBL6054,Homo sapiens,PAS domain-containing serine/threonine-protein kinase
